PubMedID,Entity_1,Entity_2,Sentence,BioBERT_Relation,PubMedBERT_Relation,BioLinkBERT_Relation,Relation,Source
28986217,Tumor necrosis factor,signal transduction protein,Tumor necrosis factor (TNF) receptor-associated factor 2 (TRAF2) is a member of the TRAF superfamily that acted as a key signal transduction protein and has been implicated in inflammatory and apoptosis processes in mammals.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29016674,Interleukin-10,anti-inflammatory cytokine,Interleukin-10 (IL-10) is an anti-inflammatory cytokine that plays a key role in maintaining immune homeostasis.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29017949,Tumor necrosis factor,RIG-I-like receptor,Tumor necrosis factor receptor-associated factor 3 (TRAF3) is a multifunctional adaptor protein in innate and acquired immune system that plays a key role in the regulation of the RIG-I-like receptor (RLR) and Toll-like receptor (TLR) signaling pathway in mammals.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29017949,Tumor necrosis factor,RLR,Tumor necrosis factor receptor-associated factor 3 (TRAF3) is a multifunctional adaptor protein in innate and acquired immune system that plays a key role in the regulation of the RIG-I-like receptor (RLR) and Toll-like receptor (TLR) signaling pathway in mammals.,Association,NO_RELATION,NO_RELATION,NO_RELATION,ENCODER_ENSEMBLE
29017949,Tumor necrosis factor,TRAF3,Tumor necrosis factor receptor-associated factor 3 (TRAF3) is a multifunctional adaptor protein in innate and acquired immune system that plays a key role in the regulation of the RIG-I-like receptor (RLR) and Toll-like receptor (TLR) signaling pathway in mammals.,Association,NO_RELATION,NO_RELATION,NO_RELATION,ENCODER_ENSEMBLE
29017949,Tumor necrosis factor,Toll-like receptor,Tumor necrosis factor receptor-associated factor 3 (TRAF3) is a multifunctional adaptor protein in innate and acquired immune system that plays a key role in the regulation of the RIG-I-like receptor (RLR) and Toll-like receptor (TLR) signaling pathway in mammals.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29017949,Tumor necrosis factor,multifunctional adaptor protein,Tumor necrosis factor receptor-associated factor 3 (TRAF3) is a multifunctional adaptor protein in innate and acquired immune system that plays a key role in the regulation of the RIG-I-like receptor (RLR) and Toll-like receptor (TLR) signaling pathway in mammals.,Association,NO_RELATION,NO_RELATION,NO_RELATION,ENCODER_ENSEMBLE
29024692,Hepatocyte growth factor,glycoprotein,Hepatocyte growth factor (HGF) is a glycoprotein produced by mesenchymal cells and operates as a key molecule for tissue generation and renewal.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29040876,Hepatocyte growth factor,mesenchymal cell-derived factor,"Hepatocyte growth factor (HGF) is a mesenchymal cell-derived factor that regulates cell growth, cell motility, and morphogenesis.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29041951,Interleukin-6,STAT3,Interleukin-6 (IL-6) transduces signals via phosphorylation of STAT3 (pSTAT3).,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29041951,Interleukin-6,pSTAT3,Interleukin-6 (IL-6) transduces signals via phosphorylation of STAT3 (pSTAT3).,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29050214,Interleukin-2,transcriptional factors,Interleukin-2 (IL-2) is critical for T lymphocyte activation and regulated by many transcriptional factors.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29054398,Tumor necrosis factor,cytokine,Tumor necrosis factor alpha (TNF-α) is one of the important cytokine in generating an immune response against hepatitis B virus (HBV).,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29066436,Interleukin-6,inflammatory cytokine,Interleukin-6 (IL-6) is an inflammatory cytokine implicated in plaque instability in acute coronary syndrome (ACS).,Association,Association,Association,Association,ENCODER_ENSEMBLE
29073066,Tumor necrosis factor,E3-ligase,"Tumor necrosis factor (TNF)-receptor associated factor 4 (TRAF4), an adaptor protein with E3-ligase activity, is involved in embryogenesis, cancer initiation and progression, and platelet receptor (GPIb-IX-V complex and GPVI)-mediated signaling for reactive oxygen species (ROS) production that initiates thrombosis at arterial shears.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29073066,Tumor necrosis factor,GPIb-IX-V complex,"Tumor necrosis factor (TNF)-receptor associated factor 4 (TRAF4), an adaptor protein with E3-ligase activity, is involved in embryogenesis, cancer initiation and progression, and platelet receptor (GPIb-IX-V complex and GPVI)-mediated signaling for reactive oxygen species (ROS) production that initiates thrombosis at arterial shears.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29073066,Tumor necrosis factor,TRAF4,"Tumor necrosis factor (TNF)-receptor associated factor 4 (TRAF4), an adaptor protein with E3-ligase activity, is involved in embryogenesis, cancer initiation and progression, and platelet receptor (GPIb-IX-V complex and GPVI)-mediated signaling for reactive oxygen species (ROS) production that initiates thrombosis at arterial shears.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29073066,Tumor necrosis factor,platelet receptor,"Tumor necrosis factor (TNF)-receptor associated factor 4 (TRAF4), an adaptor protein with E3-ligase activity, is involved in embryogenesis, cancer initiation and progression, and platelet receptor (GPIb-IX-V complex and GPVI)-mediated signaling for reactive oxygen species (ROS) production that initiates thrombosis at arterial shears.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29091301,Interleukin-6,pleiotropic cytokine,Interleukin-6 (IL-6) is a pleiotropic cytokine with both pro-inflammatory and anti-inflammatory properties.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29099861,Interleukin-6,fibrinogen,"Interleukin-6 (IL-6) induces the expression of fibrinogen, and polymorphic variation within the fibrinogen genes is believed to alter the magnitude of this expression.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29127008,Interleukin-2,growth factor,Interleukin-2 (IL-2) is a crucial growth factor for both regulatory and effector T cells.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29129846,Interleukin-18,proinflammatory cytokine,Interleukin-18 (IL-18) is a proinflammatory cytokine that plays an important role in periodontitis and its polymorphisms might modulate the individual susceptibility to periodontitis.,Association,Association,Association,Association,ENCODER_ENSEMBLE
29131459,Interleukin-10,anti-inflammatory cytokine,Interleukin-10 (IL-10) is an anti-inflammatory cytokine produced by Th1 cells and macrophages.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29146574,Interleukin-33,receptor ST2,Interleukin-33 (IL-33) and its receptor ST2 have been influentially associated with the pathophysiology of asthma.,Association,Association,Association,Association,ENCODER_ENSEMBLE
29147584,Interleukin-33,MyD88,Interleukin-33 (IL-33) is recognized to transmit a signal through a heterodimeric receptor complex ST2/interleukin-1 receptor accessory protein (IL-1RAcP) bearing activation of myeloid differentiation factor 88 (MyD88).,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29147584,Interleukin-33,heterodimeric receptor complex ST2/interleukin-1 receptor accessory protein (IL-1RAcP) bearing,Interleukin-33 (IL-33) is recognized to transmit a signal through a heterodimeric receptor complex ST2/interleukin-1 receptor accessory protein (IL-1RAcP) bearing activation of myeloid differentiation factor 88 (MyD88).,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29147584,Interleukin-33,myeloid differentiation factor 88,Interleukin-33 (IL-33) is recognized to transmit a signal through a heterodimeric receptor complex ST2/interleukin-1 receptor accessory protein (IL-1RAcP) bearing activation of myeloid differentiation factor 88 (MyD88).,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29163042,Interleukin-6,STAT3,To find out whether the Interleukin-6 (IL-6)/signal transducer and activator of transcription 3 (STAT3) signaling pathway is involved in the expression of hepcidin in the mouse brain,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29164336,Tumor necrosis factor,interferon,Tumor necrosis factor (TNF)-α and interferon (IFN)-γ are pro-inflammatory cytokines which have been shown to be involved in the pathophysiology of implantation disorders.,Association,Association,Association,Association,ENCODER_ENSEMBLE
29164336,Tumor necrosis factor,pro-inflammatory cytokines,Tumor necrosis factor (TNF)-α and interferon (IFN)-γ are pro-inflammatory cytokines which have been shown to be involved in the pathophysiology of implantation disorders.,Association,Association,Association,Association,ENCODER_ENSEMBLE
29184551,Interleukin-4,cytokines,Interleukin-4 (IL-4) has been considered as one of the tolerogenic cytokines in many autoimmune animal models and clinical settings.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29188052,Hepatocyte growth factor,cognate receptor,"Hepatocyte growth factor (HGF) is produced by stromal and mesenchymal cells, and it stimulates epithelial cell proliferation, motility, morphogenesis and angiogenesis in various organs via tyrosine phosphorylation of its cognate receptor, Met.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29199608,Interleukin-6,insulin,"Interleukin-6 (IL-6) is a proinflammatory cytokine that decisively induces the development of insulin resistance and pathogenesis of type 2 diabetes mellitus (T2DM) through the generation of inflammation by controlling differentiation, migration, proliferation, and cell apoptosis.",Association,Association,Association,Association,ENCODER_ENSEMBLE
29199608,Interleukin-6,proinflammatory cytokine,"Interleukin-6 (IL-6) is a proinflammatory cytokine that decisively induces the development of insulin resistance and pathogenesis of type 2 diabetes mellitus (T2DM) through the generation of inflammation by controlling differentiation, migration, proliferation, and cell apoptosis.",Association,Association,Association,Association,ENCODER_ENSEMBLE
29202869,Hepatocyte growth factor,HAI-1,Hepatocyte growth factor activator inhibitor type 1 (HAI-1) is a membrane-bound serine protease inhibitor that is expressed on the surface of epithelial cells.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29202869,Hepatocyte growth factor,membrane-bound serine protease inhibitor,Hepatocyte growth factor activator inhibitor type 1 (HAI-1) is a membrane-bound serine protease inhibitor that is expressed on the surface of epithelial cells.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29204553,Interleukin-6,pleiotropic cytokine,"Interleukin-6 (IL-6) is a pleiotropic cytokine which plays an important role in a number of cellular processes including proliferation, survival, differentiation, migration and invasion.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29207128,Tumor necrosis factor,pro-apoptotic cytokine,Tumor necrosis factor α (TNFα)-based immunotherapy is the vital host defense system against the progression of gastric cancer (GC) as a pro-inflammatory and pro-apoptotic cytokine.,Association,Association,Association,Association,ENCODER_ENSEMBLE
29207128,Tumor necrosis factor,α,Tumor necrosis factor α (TNFα)-based immunotherapy is the vital host defense system against the progression of gastric cancer (GC) as a pro-inflammatory and pro-apoptotic cytokine.,Association,Association,Association,Association,ENCODER_ENSEMBLE
29217118,Tumor necrosis factor,cytokine,"Tumor necrosis factor (TNF) is a proinflammatory cytokine that coordinates tissue homeostasis by regulating cytokine production, cell survival, and cell death.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29217118,Tumor necrosis factor,proinflammatory cytokine,"Tumor necrosis factor (TNF) is a proinflammatory cytokine that coordinates tissue homeostasis by regulating cytokine production, cell survival, and cell death.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29217651,Interleukin-18,inflammatory cytokine,"Interleukin-18 (IL-18) is an inflammatory cytokine found to be elevated in obesity, metabolic syndrome and type 2 diabetes (T2D) as a part of the chronic low-grade inflammatory process in these states.",Association,Association,Association,Association,ENCODER_ENSEMBLE
29243062,Tumor necrosis factor,TNFR1,"Tumor necrosis factor receptor 1 (TNFR1) is overexpressed in several varieties of carcinoma, including breast cancer.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29246655,Interleukin-2,monomeric T-cell growth factor,Interleukin-2 (IL-2) is a well-known monomeric T-cell growth factor that is produced primarily by activated CD4+ T cells following exposure to antigen.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29247721,Interleukin-7,IL-7/IL-7R,"Interleukin-7 (IL-7) and its receptor (IL-7R) are essential for T cell development in the thymus, and changes in the IL-7/IL-7R pathway have been implicated in age-associated thymic involution which results in a reduction of naïve T cell output.",Association,Association,Association,Association,ENCODER_ENSEMBLE
29247721,Interleukin-7,IL-7R,"Interleukin-7 (IL-7) and its receptor (IL-7R) are essential for T cell development in the thymus, and changes in the IL-7/IL-7R pathway have been implicated in age-associated thymic involution which results in a reduction of naïve T cell output.",Association,Association,Association,Association,ENCODER_ENSEMBLE
29250561,Tumor necrosis factor,cytokine,Tumor necrosis factor (TNF) tolerance in monocytes and macrophages means that preexposure to TNF reduces the sensitivity in these cells to a subsequent restimulation with this cytokine.,Association,NO_RELATION,NO_RELATION,NO_RELATION,ENCODER_ENSEMBLE
29251612,Interstitial collagenase,MMP,"Interstitial collagenase (MMP-1) belongs to the family of matrix metalloproteinases (MMP), which play a key role in generalization processes of invasion and metastasis, which determine the degree of tumor malignancy.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29251612,Interstitial collagenase,matrix metalloproteinases,"Interstitial collagenase (MMP-1) belongs to the family of matrix metalloproteinases (MMP), which play a key role in generalization processes of invasion and metastasis, which determine the degree of tumor malignancy.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29252577,Interleukin-2,CD25,CD25 deficiency (Interleukin-2 receptor alpha deficiency) is a rare subtype of combined B- and T-cell immunodeficiency.,Association,Association,Association,Association,ENCODER_ENSEMBLE
29254800,Tumor necrosis factor,TNF superfamily,Tumor necrosis factor like cytokine 1A (TL1A) is a member of the TNF superfamily.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29254800,Tumor necrosis factor,cytokine 1A,Tumor necrosis factor like cytokine 1A (TL1A) is a member of the TNF superfamily.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29259681,Granulocyte-macrophage colony-stimulating factor,hematopoietic growth factor,Granulocyte-macrophage colony-stimulating factor (GM-CSF) has been known as a hematopoietic growth factor and immune modulator.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29269396,Oncostatin-M,interleukin-6 family,Oncostatin-M (OSM) is a pleotropic cytokine belonging to the interleukin-6 family.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29269396,Oncostatin-M,pleotropic cytokine,Oncostatin-M (OSM) is a pleotropic cytokine belonging to the interleukin-6 family.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29271968,Tumor necrosis factor,proinflammatory cytokine,Tumor necrosis factor (TNF) is a proinflammatory cytokine implicated in pathogenesis of multiple autoimmune and inflammatory diseases.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29276788,Interleukin-6,pro-inflammatory cytokines,Interleukin-6 (IL-6) is one of several pro-inflammatory cytokines present at elevated levels in the synovial fluid of individuals with confirmed clinical diagnosis of rheumatoid arthritis (RA) and osteoarthritis (OA).,Association,Association,Association,Association,ENCODER_ENSEMBLE
29279286,Thymic stromal lymphopoietin,epithelial cell-derived cytokine,"Thymic stromal lymphopoietin (TSLP) is an epithelial cell-derived cytokine involved in the pathology of inflammatory skin diseases, such as atopic dermatitis and psoriasis.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29296206,Interleukin-6,IDO,"Indoleamine-2,3-dioxygenase (IDO) and Interleukin-6 (IL-6) contribute to poor therapeutic effects, tumor relapse and aggressive tumor growth.",Association,Association,Association,Association,ENCODER_ENSEMBLE
29296206,Interleukin-6,"Indoleamine-2,3-dioxygenase","Indoleamine-2,3-dioxygenase (IDO) and Interleukin-6 (IL-6) contribute to poor therapeutic effects, tumor relapse and aggressive tumor growth.",Association,Association,Association,Association,ENCODER_ENSEMBLE
29311813,Interleukin-33,IL-1 family cytokines,Interleukin-33 (IL-33) is a novel identified chromatin-associated cytokine of IL-1 family cytokines.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29311813,Interleukin-33,chromatin-associated cytokine,Interleukin-33 (IL-33) is a novel identified chromatin-associated cytokine of IL-1 family cytokines.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29320511,Thymic stromal lymphopoietin,cytokine,Thymic stromal lymphopoietin (TSLP) is a cytokine released by human lung epithelium in response to external insult.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29322414,Interleukin-6,cytokine,Interleukin-6 is a cytokine synthesized by many cells in the human body.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29329638,Interleukin-33,ST2L,Interleukin-33 (IL-33) has been identified as a natural ligand of ST2L.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29332266,Interferon gamma,multifunctional cytokine,Interferon gamma (IFN-γ) is a multifunctional cytokine that plays an important role in modulating almost all phases of the immune response and may be responsible for the increased valvular fibrosis and calcification in the pathogenesis of rheumatic heart disease (RHD).,Association,Association,Association,Association,ENCODER_ENSEMBLE
29336814,Interleukin-10,cytokines,Pancreatic cancer cells are known to shield themselves from immunosurveillance by secreting immune inhibitory cytokines such as Interleukin-10.,Association,Association,Association,Association,ENCODER_ENSEMBLE
29346508,Tumor necrosis factor,cytokine,Tumor necrosis factor alpha (TNFα) is a complicated cytokine which is involved in proliferation and differentiation of acute myelogenous leukemia (AML) cells through a poorly understood mechanism.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29346833,Hepatocyte growth factor,EGFR,Hepatocyte growth factor (HGF)/c-Met pathway dysregulation is a mechanism for epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors (TKIs).,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29346833,Hepatocyte growth factor,epidermal growth factor receptor,Hepatocyte growth factor (HGF)/c-Met pathway dysregulation is a mechanism for epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors (TKIs).,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29346833,Hepatocyte growth factor,tyrosine kinase inhibitors,Hepatocyte growth factor (HGF)/c-Met pathway dysregulation is a mechanism for epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors (TKIs).,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29351340,Interleukin-6,inflammatory cytokine,Interleukin-6 (IL-6) is an inflammatory cytokine.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29353404,Interleukin-6,ligand-receptor complex,"Interleukin-6 receptor-alpha (IL6R) interacts with IL6 and forms a ligand-receptor complex, which can stimulate various cellular responses, such as cell proliferation, cell differentiation, and activation of inflammatory processes.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29357923,Interleukin-6,IL-6 receptor,"Interleukin-6 (IL-6) with IL-6 receptor (IL-6R) play an important role in the tissue regeneration in vivo, especially bone metabolism.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29357923,Interleukin-6,IL-6R,"Interleukin-6 (IL-6) with IL-6 receptor (IL-6R) play an important role in the tissue regeneration in vivo, especially bone metabolism.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29363160,Hepatocyte growth factor,receptor c-Met,Hepatocyte growth factor (HGF) and its receptor c-Met signaling have been implicated in regulating various types of cells including epithelial cells.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29375132,Tumor necrosis factor,TNFR1,Tumor necrosis factor (TNF) and its receptors TNF receptor type 1 (TNFR1) and type 2 (TNFR2) have a central role in chronic inflammatory diseases.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29375132,Tumor necrosis factor,TNFR2,Tumor necrosis factor (TNF) and its receptors TNF receptor type 1 (TNFR1) and type 2 (TNFR2) have a central role in chronic inflammatory diseases.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29375132,Tumor necrosis factor,receptors TNF receptor type 1,Tumor necrosis factor (TNF) and its receptors TNF receptor type 1 (TNFR1) and type 2 (TNFR2) have a central role in chronic inflammatory diseases.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29398902,Tumor necrosis factor,pro-inflammatory cytokine,"Tumor necrosis factor alpha (TNF-α) is a pro-inflammatory cytokine, which plays a role in glaucomatous neurodegeneration.",Association,Association,Association,Association,ENCODER_ENSEMBLE
29399633,Interleukin-7,signal transducer and activator of transcription 5)-dependent,"Interleukin-7 (IL-7) drives early B lymphopoiesis, but the underlying molecular circuits remain poorly understood, especially how Stat5 (signal transducer and activator of transcription 5)-dependent and Stat5-independent pathways contribute to this process.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29407611,Tumor necrosis factor,TRAF3,Tumor necrosis factor receptor-associated factor 3 (TRAF3) is a multifunctional regulator implicated in both bacterial defense and antiviral immunity.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29410184,Interleukin-6,gp130 utilizing cytokine,Interleukin-6 is a gp130 utilizing cytokine that is consistently associated with allergic diseases like asthma and urticaria in humans where mast cells are known to play a critical role.,Association,Association,Association,Association,ENCODER_ENSEMBLE
29411337,Interleukin-13,interleukin-4,Interleukin-13 and interleukin-4 are type-II cytokines signalling through the shared type II interleukin-4 receptor.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29411337,Interleukin-13,type II interleukin-4 receptor,Interleukin-13 and interleukin-4 are type-II cytokines signalling through the shared type II interleukin-4 receptor.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29411337,Interleukin-13,type-II cytokines,Interleukin-13 and interleukin-4 are type-II cytokines signalling through the shared type II interleukin-4 receptor.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29423112,Tumor necrosis factor,TNF superfamily,"Tumor necrosis factor related apoptosis-inducing ligand (TRAIL), a type II transmembrane protein, belongs to the TNF superfamily.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29423112,Tumor necrosis factor,apoptosis-inducing ligand,"Tumor necrosis factor related apoptosis-inducing ligand (TRAIL), a type II transmembrane protein, belongs to the TNF superfamily.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29423112,Tumor necrosis factor,type II transmembrane protein,"Tumor necrosis factor related apoptosis-inducing ligand (TRAIL), a type II transmembrane protein, belongs to the TNF superfamily.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29432170,Tumor necrosis factor,E3,Tumor necrosis factor (TNF) receptor-associated factor 6 (TRAF6) plays a vital role in immune signal transduction pathways by acting as a ubiquitin ligase (E3) for Lys63-linked polyubiquitin chain synthesis.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29432170,Tumor necrosis factor,Lys63-linked polyubiquitin chain,Tumor necrosis factor (TNF) receptor-associated factor 6 (TRAF6) plays a vital role in immune signal transduction pathways by acting as a ubiquitin ligase (E3) for Lys63-linked polyubiquitin chain synthesis.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29432170,Tumor necrosis factor,TRAF6,Tumor necrosis factor (TNF) receptor-associated factor 6 (TRAF6) plays a vital role in immune signal transduction pathways by acting as a ubiquitin ligase (E3) for Lys63-linked polyubiquitin chain synthesis.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29432170,Tumor necrosis factor,ubiquitin ligase,Tumor necrosis factor (TNF) receptor-associated factor 6 (TRAF6) plays a vital role in immune signal transduction pathways by acting as a ubiquitin ligase (E3) for Lys63-linked polyubiquitin chain synthesis.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29449553,Vascular endothelial growth factor A,VEGF-A,"Vascular endothelial growth factor A (VEGF-A), a fundamental component of angiogenesis, provides nutrients and oxygen to solid tumors, and enhances tumor cell survival, invasion, and migration.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29462869,Vascular endothelial growth factor A,VEGF-A,Vascular endothelial growth factor A (VEGF-A) is a prominent pro-angiogenic and pro-permeability factor in the kidney.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29462869,Vascular endothelial growth factor A,pro-permeability factor,Vascular endothelial growth factor A (VEGF-A) is a prominent pro-angiogenic and pro-permeability factor in the kidney.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29463070,Interleukin-17A,pro-inflammatory cytokine,Interleukin-17A (IL-17A) is a pro-inflammatory cytokine mainly derived from T helper 17 cells and is known to be involved in the pathogenesis of chronic obstructive pulmonary disease (COPD).,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29467958,Interleukin-2,cytokine,Interleukin-2 (IL2) is a cytokine that can stimulate cytotoxic immune cells to attack infected and malignant cells.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29497316,Interleukin-33,IL-1 family cytokines,"Interleukin-33 (IL-33), belonging to IL-1 family cytokines, has been reported to participate in cancer growth and metastasis.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29497450,Interleukin-10,anti-inflammatory cytokine,Interleukin-10 (IL-10) is an anti-inflammatory cytokine that has important roles in the periodontal diseases.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29501745,Granulocyte colony-stimulating factor,G-CSFR,Granulocyte colony-stimulating factor (G-CSF) receptor (G-CSFR) is a type I cytokine receptor which is involved in hematopoietic cell maturation.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29501745,Granulocyte colony-stimulating factor,type I cytokine receptor,Granulocyte colony-stimulating factor (G-CSF) receptor (G-CSFR) is a type I cytokine receptor which is involved in hematopoietic cell maturation.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29507527,Interleukin-33,IL-1 family member,"Interleukin-33 (IL-33) is an IL-1 family member, which exhibits both pro- and anti-inflammatory properties solely based on the type of the disease itself.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29510322,Tumor necrosis factor,cytokine,Tumor necrosis factor (TNF) is a well-known cytokine that triggers insulin resistance during obesity development.,Association,Association,Association,Association,ENCODER_ENSEMBLE
29510322,Tumor necrosis factor,insulin,Tumor necrosis factor (TNF) is a well-known cytokine that triggers insulin resistance during obesity development.,Association,Association,Association,Association,ENCODER_ENSEMBLE
29520131,Tumor necrosis factor,cytokine,Tumor necrosis factor alpha (TNFα) is a key cytokine in both the pathogenesis of inflammatory bowel disease (IBD) and rheumatoid arthritis (RA) and the host defense against tuberculosis (TB).,Association,Association,Association,Association,ENCODER_ENSEMBLE
29531586,Interleukin-18,Tumor Necrosis Factor-alpha,"Interleukin-18 (IL-18) and Tumor Necrosis Factor-alpha (TNF-α) are proinflammatory cytokines that increased the development of Th1 immune response, but have a different type of regulation of the gene expression.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29531586,Interleukin-18,proinflammatory cytokines,"Interleukin-18 (IL-18) and Tumor Necrosis Factor-alpha (TNF-α) are proinflammatory cytokines that increased the development of Th1 immune response, but have a different type of regulation of the gene expression.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29534664,Interleukin-33,IL-1 cytokine family,Interleukin-33 (IL-33) belongs to the IL-1 cytokine family and plays an important role in modulating immune system by inducing Th2 immune response via the ST2 membrane receptor.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29534664,Interleukin-33,ST2 membrane receptor,Interleukin-33 (IL-33) belongs to the IL-1 cytokine family and plays an important role in modulating immune system by inducing Th2 immune response via the ST2 membrane receptor.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29535680,Interferon gamma,Th1 cytokine,Interferon gamma (IFNγ) is a Th1 cytokine that is critical for innate and adaptive immunity.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29541897,Tumor necrosis factor,DR5,Tumor necrosis factor (TNF)-related apoptosis-inducing ligand (TRAIL) is a member of the TNF superfamily that can initiate the apoptosis pathway by binding to its associated death receptors DR4 and DR5.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29550278,Thymic stromal lymphopoietin,IL-7-like cytokine,"Thymic stromal lymphopoietin (TSLP) is an IL-7-like cytokine, which is secreted by epithelial cells under the stimulation of Toll-like receptor (TLR) ligands.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29550278,Thymic stromal lymphopoietin,Toll-like receptor,"Thymic stromal lymphopoietin (TSLP) is an IL-7-like cytokine, which is secreted by epithelial cells under the stimulation of Toll-like receptor (TLR) ligands.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
